npi,ccn,first_observed_date,last_observed_date,facility_type
1497434807,075146,2024-01-05,2024-04-01,snf
1497445910,145183,2024-02-01,2024-04-01,snf
1497447841,445280,2024-02-01,2024-04-01,snf
1497453344,265836,2023-10-02,2024-04-01,snf
1497460760,105911,2024-04-01,2024-04-01,snf
1497465116,395527,2023-07-06,2024-04-01,snf
1497466031,045474,2023-12-01,2024-04-01,snf
1497469563,165575,2023-11-01,2024-04-01,snf
1497471767,145309,2023-09-01,2023-09-01,snf
1497473763,105526,2024-02-01,2024-04-01,snf
1497478036,315127,2023-11-01,2024-04-01,snf
1497485965,145427,2023-02-01,2024-04-01,snf
1497489850,676242,2023-03-10,2024-04-01,snf
1497491419,395380,2023-03-10,2024-04-01,snf
1497494645,515067,2023-06-01,2024-04-01,snf
1497701445,366078,2022-11-30,2024-04-01,snf
1497702260,015042,2022-11-30,2024-04-01,snf
1497703110,385228,2022-11-30,2024-04-01,snf
1497703201,385188,2022-11-30,2024-04-01,snf
1497703896,275047,2022-11-30,2024-04-01,snf
1497712111,675879,2022-11-30,2024-04-01,snf
1497712228,145610,2022-11-30,2024-04-01,snf
1497714117,165278,2022-11-30,2024-04-01,snf
1497715494,165379,2022-11-30,2024-04-01,snf
1497716534,335023,2022-11-30,2024-04-01,snf
1497721203,415061,2022-11-30,2023-05-01,snf
1497727077,165263,2022-11-30,2024-04-01,snf
1497730998,055141,2022-11-30,2024-03-01,snf
1497731541,365796,2022-11-30,2024-04-01,snf
1497736052,285192,2022-11-30,2024-04-01,snf
1497736169,245600,2022-11-30,2024-04-01,snf
1497736268,145380,2022-11-30,2024-04-01,snf
1497736615,435076,2022-11-30,2024-04-01,snf
1497736813,255296,2022-11-30,2024-04-01,snf
1497737472,676099,2022-11-30,2024-04-01,snf
1497737571,255150,2022-11-30,2024-04-01,snf
1497740443,165542,2022-11-30,2024-04-01,snf
1497740633,155177,2022-11-30,2024-04-01,snf
1497740773,225648,2022-11-30,2024-04-01,snf
1497741136,366341,2022-11-30,2024-04-01,snf
1497741524,215247,2022-11-30,2024-04-01,snf
1497741557,165470,2022-11-30,2024-04-01,snf
1497741698,265611,2022-11-30,2024-04-01,snf
1497741763,335821,2022-11-30,2024-04-01,snf
1497742167,055571,2022-11-30,2024-04-01,snf
1497742571,215211,2022-11-30,2024-04-01,snf
1497745723,455480,2022-11-30,2024-04-01,snf
1497746713,395832,2022-11-30,2024-04-01,snf
1497748735,225330,2022-11-30,2024-04-01,snf
1497750053,395050,2022-11-30,2024-04-01,snf
1497750954,105297,2022-11-30,2024-04-01,snf
1497751309,235407,2022-11-30,2024-04-01,snf
1497752455,515184,2022-11-30,2024-04-01,snf
1497755045,215235,2022-11-30,2024-04-01,snf
1497755144,056360,2022-11-30,2024-04-01,snf
1497755185,355040,2022-11-30,2024-04-01,snf
1497755870,075402,2022-11-30,2024-04-01,snf
1497756803,135097,2022-11-30,2024-04-01,snf
1497757710,395556,2022-11-30,2023-10-02,snf
1497758619,675181,2022-11-30,2024-04-01,snf
1497759849,365759,2022-11-30,2024-04-01,snf
1497759856,555263,2022-11-30,2024-04-01,snf
1497761050,135055,2022-11-30,2024-04-01,snf
1497763528,555229,2022-11-30,2024-04-01,snf
1497786214,366203,2022-11-30,2024-04-01,snf
1497788186,525552,2022-11-30,2024-04-01,snf
1497788525,265801,2022-11-30,2024-04-01,snf
1497792345,155665,2022-11-30,2024-04-01,snf
1497800866,365685,2022-11-30,2024-04-01,snf
1497802078,555776,2022-11-30,2023-02-01,snf
1497803787,045381,2022-11-30,2024-04-01,snf
1497807119,445467,2022-11-30,2024-04-01,snf
1497812077,535023,2022-11-30,2024-04-01,snf
1497812697,525403,2022-11-30,2024-04-01,snf
1497820682,676009,2022-11-30,2024-04-01,snf
1497824064,396069,2022-11-30,2024-04-01,snf
1497831754,165486,2022-11-30,2024-04-01,snf
1497835110,225459,2022-11-30,2024-04-01,snf
1497837470,395316,2022-11-30,2024-04-01,snf
1497841324,375467,2022-11-30,2024-04-01,snf
1497850978,265591,2022-11-30,2024-03-01,snf
1497854061,366309,2022-11-30,2024-04-01,snf
1497855480,365847,2022-11-30,2024-04-01,snf
1497856165,425334,2022-11-30,2024-04-01,snf
1497856785,146068,2022-11-30,2024-04-01,snf
1497859573,335461,2022-11-30,2024-04-01,snf
1497867576,235205,2022-11-30,2024-04-01,snf
1497868061,355081,2022-11-30,2024-04-01,snf
1497870927,105785,2022-11-30,2024-04-01,snf
1497872956,315214,2022-11-30,2024-04-01,snf
1497876965,455638,2022-11-30,2024-04-01,snf
1497880595,255230,2022-11-30,2024-04-01,snf
1497884043,505403,2022-11-30,2024-04-01,snf
1497884696,146128,2022-11-30,2024-04-01,snf
1497889554,146151,2022-11-30,2024-04-01,snf
1497908537,495235,2022-11-30,2023-07-06,snf
1497921936,555592,2022-11-30,2024-04-01,snf
1497922843,495398,2022-11-30,2024-04-01,snf
1497926489,365437,2022-11-30,2024-04-01,snf
1497927735,146088,2022-11-30,2024-04-01,snf
1497937700,395555,2022-11-30,2024-04-01,snf
1497941595,055597,2022-11-30,2024-04-01,snf
1497972624,265379,2022-11-30,2024-04-01,snf
1497988380,195321,2022-11-30,2024-04-01,snf
1497994610,366375,2022-11-30,2024-04-01,snf
1497994800,335648,2022-11-30,2024-04-01,snf
1497996920,345291,2022-11-30,2024-04-01,snf
1497999106,366379,2022-11-30,2024-04-01,snf
1508011206,045303,2022-11-30,2024-04-01,snf
1508019548,146043,2022-11-30,2024-04-01,snf
1508019647,495243,2022-11-30,2023-07-06,snf
1508029919,145696,2022-11-30,2024-04-01,snf
1508038696,115324,2022-11-30,2024-04-01,snf
1508038753,115561,2022-11-30,2024-04-01,snf
1508040809,515128,2022-11-30,2024-04-01,snf
1508048323,225766,2022-11-30,2024-02-01,snf
1508053661,235443,2022-11-30,2024-04-01,snf
1508057456,445369,2022-11-30,2024-04-01,snf
1508058363,235477,2022-11-30,2024-04-01,snf
1508069360,335266,2022-11-30,2024-04-01,snf
1508105248,135006,2022-11-30,2024-04-01,snf
1508110909,106103,2022-11-30,2023-07-06,snf
1508115759,165583,2022-11-30,2024-04-01,snf
1508123738,175532,2022-11-30,2024-04-01,snf
1508135476,106002,2022-11-30,2024-04-01,snf
1508167230,335401,2022-11-30,2024-04-01,snf
1508170291,145650,2022-11-30,2024-04-01,snf
1508176520,676166,2022-11-30,2022-12-30,snf
1508192998,455493,2022-11-30,2024-04-01,snf
1508197013,355125,2022-11-30,2024-04-01,snf
1508212309,335424,2022-11-30,2024-04-01,snf
1508222985,155844,2022-11-30,2024-04-01,snf
1508225624,235718,2022-11-30,2024-04-01,snf
1508228602,365817,2022-11-30,2024-04-01,snf
1508232414,305024B,2022-11-30,2024-04-01,snf
1508235128,366166,2022-11-30,2024-04-01,snf
1508235706,315126,2022-11-30,2024-04-01,snf
1508241977,535031,2022-11-30,2023-11-01,snf
1508251760,155840,2022-11-30,2024-03-01,snf
1508256561,146179,2022-11-30,2024-04-01,snf
1508266768,055160,2024-04-01,2024-04-01,snf
1508272584,225282,2022-11-30,2024-04-01,snf
1508288325,676360,2022-11-30,2022-11-30,snf
1508288648,676371,2022-11-30,2024-04-01,snf
1508291329,365277,2022-11-30,2023-12-01,snf
1508295478,555358,2022-11-30,2022-11-30,snf
1508300658,366042,2022-11-30,2024-04-01,snf
1508303090,295099,2022-11-30,2024-04-01,snf
1508311663,215350,2022-11-30,2024-04-01,snf
1508311747,265354,2022-11-30,2024-04-01,snf
1508316126,215252,2022-11-30,2024-04-01,snf
1508317223,075362,2022-11-30,2024-04-01,snf
1508321936,145681,2022-11-30,2024-04-01,snf
1508322249,045467,2022-11-30,2024-04-01,snf
1508325275,676483,2022-11-30,2024-04-01,snf
1508327446,055342,2022-11-30,2024-04-01,snf
1508334780,145031,2022-11-30,2024-04-01,snf
1508339011,425312,2022-11-30,2024-04-01,snf
1508339367,465156,2022-11-30,2024-04-01,snf
1508340571,365551,2022-11-30,2024-04-01,snf
1508341819,185272,2022-11-30,2024-04-01,snf
1508348400,315434,2022-11-30,2024-04-01,snf
1508348830,315096,2022-11-30,2024-04-01,snf
1508358292,395484,2022-11-30,2024-04-01,snf
1508362120,185468,2022-11-30,2024-04-01,snf
1508370412,245328,2022-11-30,2024-04-01,snf
1508373838,265871,2022-11-30,2024-04-01,snf
1508379827,505123,2022-11-30,2024-04-01,snf
1508383837,235379,2022-11-30,2024-04-01,snf
1508386897,225506,2022-11-30,2024-04-01,snf
1508391749,245275,2022-11-30,2024-04-01,snf
1508398082,225495,2022-11-30,2024-04-01,snf
1508398256,676435,2022-11-30,2024-04-01,snf
1508400953,185159,2022-11-30,2024-04-01,snf
1508401423,555160,2022-11-30,2024-04-01,snf
1508406505,375365,2022-11-30,2024-04-01,snf
1508409434,525352,2022-11-30,2024-04-01,snf
1508422668,435054,2022-11-30,2024-04-01,snf
1508424623,315521,2023-08-01,2024-04-01,snf
1508426354,115406,2022-11-30,2024-04-01,snf
1508428970,265308,2022-11-30,2024-04-01,snf
1508432535,065221,2022-11-30,2024-04-01,snf
1508440785,495260,2022-11-30,2024-04-01,snf
1508441460,045146,2022-11-30,2024-04-01,snf
1508451584,365859,2022-11-30,2024-04-01,snf
1508459769,366122,2022-11-30,2024-04-01,snf
1508462383,125024,2023-02-01,2024-04-01,snf
1508464025,105623A,2022-11-30,2024-04-01,snf
1508466210,555794,2023-02-01,2024-04-01,snf
1508466343,495197,2022-11-30,2024-04-01,snf
1508470790,365148,2022-11-30,2023-10-02,snf
1508471574,235552,2022-11-30,2024-04-01,snf
1508479759,395977,2022-11-30,2024-04-01,snf
1508483918,265558,2022-11-30,2024-04-01,snf
1508484502,395148,2022-11-30,2024-04-01,snf
1508505660,345270,2022-11-30,2024-04-01,snf
1508516915,105072,2023-03-10,2024-04-01,snf
1508520974,495375,2023-05-01,2024-04-01,snf
1508522202,365624,2022-11-30,2024-04-01,snf
1508530387,495046,2022-11-30,2024-04-01,snf
1508543331,225294,2024-02-01,2024-04-01,snf
1508550997,065267,2023-12-01,2024-04-01,snf
1508551235,676002,2024-02-01,2024-04-01,snf
1508576224,395251,2023-10-02,2024-04-01,snf
1508591546,675944,2023-03-10,2024-04-01,snf
1508802497,345113,2022-11-30,2024-04-01,snf
1508803099,155215,2022-11-30,2024-04-01,snf
1508805037,195486,2022-11-30,2024-04-01,snf
1508806142,115480,2022-11-30,2024-04-01,snf
1508806464,235395,2022-11-30,2023-11-01,snf
1508808932,395490,2022-11-30,2024-04-01,snf
1508811183,505324,2022-11-30,2024-04-01,snf
1508812454,155157,2022-11-30,2024-04-01,snf
1508813023,115409,2022-11-30,2024-04-01,snf
1508813163,015065,2022-11-30,2024-04-01,snf
1508814575,245245B,2022-11-30,2024-04-01,snf
1508821752,445439,2022-11-30,2024-04-01,snf
1508822305,115147,2022-11-30,2024-04-01,snf
1508825076,015156,2022-11-30,2024-04-01,snf
1508828120,165284,2022-11-30,2024-04-01,snf
1508828716,225661,2022-11-30,2024-04-01,snf
1508831033,185410,2022-11-30,2024-04-01,snf
1508833922,225736,2022-11-30,2024-04-01,snf
1508838053,366267,2022-11-30,2024-04-01,snf
1508842295,345269,2022-11-30,2024-04-01,snf
1508843947,165487,2022-11-30,2024-04-01,snf
1508844168,075216,2022-11-30,2024-04-01,snf
1508845397,155305,2022-11-30,2024-04-01,snf
1508849522,165590,2022-11-30,2024-04-01,snf
1508849605,365997,2022-11-30,2024-04-01,snf
1508850512,165513,2022-11-30,2024-04-01,snf
1508850876,505126,2022-11-30,2024-04-01,snf
1508852708,525560,2022-11-30,2024-04-01,snf
1508853177,225653,2022-11-30,2024-04-01,snf
1508853383,365757,2022-11-30,2024-04-01,snf
1508854340,435066,2022-11-30,2024-04-01,snf
1508854886,305097,2022-11-30,2024-04-01,snf
1508855271,165266,2022-11-30,2024-04-01,snf
1508856089,035176,2022-11-30,2024-04-01,snf
1508856295,445335,2022-11-30,2024-04-01,snf
1508856998,245221,2022-11-30,2024-04-01,snf
1508857459,145367,2022-11-30,2023-12-01,snf
1508857897,395180,2022-11-30,2024-04-01,snf
1508858994,145237,2022-11-30,2024-04-01,snf
1508859208,525619,2022-11-30,2024-04-01,snf
1508860008,075343,2022-11-30,2024-04-01,snf
1508860115,105448C,2022-11-30,2024-04-01,snf
1508860180,365406,2022-11-30,2024-04-01,snf
1508862533,265775,2022-11-30,2024-04-01,snf
1508862798,056378,2022-11-30,2023-11-01,snf
1508863911,105731,2022-11-30,2024-04-01,snf
1508864323,345106,2022-11-30,2024-04-01,snf
1508864935,505309,2022-11-30,2024-04-01,snf
1508865296,235633,2022-11-30,2024-04-01,snf
1508866013,155673,2022-11-30,2024-04-01,snf
1508866898,445406,2022-11-30,2024-04-01,snf
1508868662,235037,2022-11-30,2024-04-01,snf
1508869033,375432,2022-11-30,2024-04-01,snf
1508869652,395795,2022-11-30,2024-04-01,snf
1508882002,395927,2022-11-30,2024-04-01,snf
1508889940,155576,2022-11-30,2024-04-01,snf
1508893025,335024,2022-11-30,2024-04-01,snf
1508895723,396119,2022-11-30,2024-04-01,snf
1508899238,235434,2022-11-30,2024-04-01,snf
1508903451,675267,2022-11-30,2024-04-01,snf
1508904467,505529,2022-11-30,2024-04-01,snf
1508906447,425150,2022-11-30,2024-04-01,snf
1508911280,215033,2022-11-30,2024-04-01,snf
1508926312,175446,2022-11-30,2024-04-01,snf
1508928995,205065,2022-11-30,2024-04-01,snf
1508931536,065380,2022-11-30,2024-04-01,snf
1508939745,015217,2022-11-30,2024-04-01,snf
1508952185,366280,2022-11-30,2024-04-01,snf
1508956459,145636,2022-11-30,2024-04-01,snf
1508962069,235526,2022-11-30,2024-04-01,snf
1508978537,385214,2022-11-30,2024-04-01,snf
1508979360,555811,2022-11-30,2023-11-01,snf
1508993320,335607,2022-11-30,2024-03-01,snf
1518001205,385203,2022-11-30,2024-04-01,snf
1518008101,055640,2022-11-30,2024-04-01,snf
1518010875,335314,2022-11-30,2024-04-01,snf
1518019801,165471,2022-11-30,2024-04-01,snf
1518022573,365676,2022-11-30,2024-04-01,snf
1518023456,515162,2022-11-30,2024-04-01,snf
1518023472,515173,2022-11-30,2024-04-01,snf
1518024645,155269,2022-11-30,2024-04-01,snf
1518032150,056274,2022-11-30,2024-04-01,snf
1518036060,056129,2022-11-30,2024-04-01,snf
1518036987,455575,2022-11-30,2023-07-06,snf
1518046630,165579,2022-11-30,2023-09-01,snf
1518052281,375571,2022-11-30,2024-04-01,snf
1518060110,075202,2022-11-30,2024-04-01,snf
1518062165,146006,2022-11-30,2024-04-01,snf
1518063437,555318,2022-11-30,2024-04-01,snf
1518068840,065231,2022-11-30,2024-04-01,snf
1518068881,155522,2022-11-30,2024-04-01,snf
1518080019,165157,2022-11-30,2024-04-01,snf
1518088558,315515,2022-11-30,2024-04-01,snf
1518088830,345265,2022-11-30,2023-03-31,snf
1518094358,255095,2022-11-30,2024-04-01,snf
1518112036,345551,2022-11-30,2024-04-01,snf
1518112630,045166,2022-11-30,2024-04-01,snf
1518115773,135056,2022-11-30,2023-02-01,snf
1518116706,106084,2022-11-30,2024-04-01,snf
1518146620,555323,2022-11-30,2024-04-01,snf
1518148030,075183,2022-11-30,2023-06-01,snf
1518149269,085015,2022-11-30,2024-04-01,snf
1518157841,105458,2022-11-30,2023-06-01,snf
1518159862,255276,2022-11-30,2024-04-01,snf
1518177674,525472,2022-11-30,2024-04-01,snf
1518190479,335667,2022-11-30,2024-04-01,snf
1518208289,155666,2022-11-30,2024-04-01,snf
1518211184,676294,2022-11-30,2024-04-01,snf
1518211366,365321,2022-11-30,2024-04-01,snf
1518220615,055360,2022-11-30,2024-04-01,snf
1518226810,085040,2022-11-30,2024-04-01,snf
1518236322,105325,2022-11-30,2024-04-01,snf
1518236884,195603,2022-11-30,2024-04-01,snf
1518243468,445500,2022-11-30,2024-04-01,snf
1518245307,255050,2022-11-30,2024-04-01,snf
1518248731,165175,2022-11-30,2024-04-01,snf
1518267830,155786,2022-11-30,2024-04-01,snf
1518270370,675853,2022-11-30,2024-04-01,snf
1518282490,055338,2022-11-30,2024-04-01,snf
1518289586,525373,2022-11-30,2024-04-01,snf
1518289925,265751,2022-11-30,2023-05-01,snf
1518291004,675057,2022-11-30,2024-04-01,snf
1518293919,455925,2022-11-30,2024-04-01,snf
1518297654,375284,2022-11-30,2023-06-01,snf
1518308295,155249,2022-11-30,2024-04-01,snf
1518315936,115575,2022-11-30,2024-04-01,snf
1518323229,165238,2022-11-30,2024-04-01,snf
1518330315,106109,2022-11-30,2024-04-01,snf
1518341288,045358,2022-11-30,2024-04-01,snf
1518355387,676207,2022-11-30,2024-04-01,snf
1518357540,676090,2022-11-30,2022-12-30,snf
1518357680,675904,2022-11-30,2024-04-01,snf
1518359785,455687,2022-11-30,2024-04-01,snf
1518364744,235495,2022-11-30,2024-04-01,snf
1518371905,366421,2022-11-30,2024-04-01,snf
1518374875,255347,2022-11-30,2024-04-01,snf
1518376722,385115,2022-11-30,2024-04-01,snf
1518381177,185120,2022-11-30,2024-04-01,snf
1518389048,265824,2022-11-30,2024-04-01,snf
1518389311,035159,2022-11-30,2024-04-01,snf
1518396274,045455,2022-11-30,2024-04-01,snf
1518396472,366428,2022-11-30,2024-04-01,snf
1518404607,445112,2022-11-30,2024-04-01,snf
1518405547,375135,2022-11-30,2024-04-01,snf
1518407410,065383,2022-11-30,2023-05-01,snf
1518411586,445124,2022-11-30,2024-04-01,snf
1518412675,215362,2022-11-30,2024-04-01,snf
1518413731,675289,2022-11-30,2023-07-06,snf
1518413889,185481,2022-11-30,2024-04-01,snf
1518423656,675980,2022-11-30,2024-04-01,snf
1518435650,345243,2022-11-30,2024-04-01,snf
1518436724,265798,2022-11-30,2024-04-01,snf
1518436856,415099,2022-11-30,2024-04-01,snf
1518461565,395266,2022-11-30,2024-04-01,snf
1518466119,335236,2022-11-30,2024-04-01,snf
1518470343,135053,2022-11-30,2024-04-01,snf
1518474238,195394,2022-11-30,2024-04-01,snf
1518474931,245581,2022-11-30,2024-04-01,snf
1518475524,145555,2022-11-30,2024-04-01,snf
1518478031,676457,2022-11-30,2024-04-01,snf
1518485820,365933,2022-11-30,2024-04-01,snf
1518485952,335674,2022-11-30,2024-04-01,snf
1518491976,285300,2022-11-30,2024-04-01,snf
1518508647,195641,2022-11-30,2024-04-01,snf
1518516517,175205,2022-11-30,2024-04-01,snf
1518518521,535048,2022-11-30,2024-04-01,snf
1518520352,305059,2022-11-30,2024-04-01,snf
1518528520,105442,2022-11-30,2024-04-01,snf
1518533520,065208,2022-11-30,2024-04-01,snf
1518540871,145700,2022-11-30,2024-04-01,snf
1518546324,205120,2022-11-30,2024-04-01,snf
1518553650,495432,2023-03-31,2024-04-01,snf
1518556752,315279,2022-11-30,2024-04-01,snf
1518562016,366216,2022-11-30,2024-04-01,snf
1518565035,385269,2022-11-30,2023-10-02,snf
1518579812,105377,2022-11-30,2024-04-01,snf
1518600337,366494,2022-11-30,2024-04-01,snf
1518600949,325123,2022-11-30,2024-04-01,snf
1518603430,525653,2022-11-30,2024-04-01,snf
1518604206,265710,2022-11-30,2024-04-01,snf
1518606664,345250,2022-11-30,2024-04-01,snf
1518606763,515121,2023-05-01,2024-04-01,snf
1518611508,105001,2022-11-30,2024-04-01,snf
1518619089,106011,2022-11-30,2024-04-01,snf
1518675594,425067,2023-10-02,2024-04-01,snf
1518675958,385148,2023-10-02,2024-04-01,snf
1518677236,396144,2023-09-01,2024-04-01,snf
1518685536,375493,2024-04-01,2024-04-01,snf
1518689900,015383,2023-08-01,2024-04-01,snf
1518693613,315112,2023-07-06,2024-04-01,snf
1518695659,675877,2022-12-30,2024-04-01,snf
1518903020,115528,2022-11-30,2024-04-01,snf
1518904978,155209,2022-11-30,2024-04-01,snf
1518905447,155202,2022-11-30,2024-04-01,snf
1518905983,195363,2022-11-30,2024-04-01,snf
1518908409,425008,2022-11-30,2024-04-01,snf
1518909878,115612,2022-11-30,2024-04-01,snf
1518910637,245300,2022-11-30,2024-04-01,snf
1518911700,355059,2022-11-30,2024-04-01,snf
1518913136,395199,2022-11-30,2023-09-01,snf
1518914035,115506,2022-11-30,2024-04-01,snf
1518914225,015142,2022-11-30,2024-04-01,snf
1518915099,455974,2022-11-30,2024-04-01,snf
1518915453,195376,2022-11-30,2024-04-01,snf
1518919778,395292,2022-11-30,2024-04-01,snf
1518926211,525575,2022-11-30,2024-04-01,snf
1518940550,035231,2022-11-30,2024-04-01,snf
1518941442,365304,2022-11-30,2024-04-01,snf
1518941582,105428,2022-11-30,2023-09-01,snf
1518941657,395629,2022-11-30,2024-04-01,snf
1518941798,525085,2022-11-30,2024-04-01,snf
1518942549,395745,2022-11-30,2024-04-01,snf
1518943216,675098,2022-11-30,2024-04-01,snf
1518945393,365508,2022-11-30,2024-04-01,snf
1518948348,205154,2022-11-30,2024-04-01,snf
1518948405,395307,2022-11-30,2024-04-01,snf
1518949007,115582,2022-11-30,2024-04-01,snf
1518949445,366248,2022-11-30,2024-04-01,snf
1518951607,125020,2022-11-30,2024-04-01,snf
1518953728,145907,2022-11-30,2024-04-01,snf
1518953819,265605,2022-11-30,2024-04-01,snf
1518953835,385104,2022-11-30,2024-04-01,snf
1518954072,145173,2022-11-30,2024-04-01,snf
1518954122,056007,2022-11-30,2024-04-01,snf
1518954130,335287001,2022-11-30,2024-04-01,snf
1518954486,185208,2022-11-30,2024-04-01,snf
1518956424,015168,2022-11-30,2024-04-01,snf
1518956481,115675,2022-11-30,2024-04-01,snf
1518956911,495405,2022-11-30,2024-04-01,snf
1518957000,366118,2022-11-30,2024-04-01,snf
1518957497,395606,2022-11-30,2024-04-01,snf
1518958354,366135,2022-11-30,2024-04-01,snf
1518958859,265802,2022-11-30,2024-04-01,snf
1518959667,106056,2022-11-30,2024-04-01,snf
1518961226,105408,2022-11-30,2024-04-01,snf
1518962893,555542,2022-11-30,2024-04-01,snf
1518964352,465089,2022-11-30,2024-04-01,snf
1518964550,395653,2022-11-30,2023-11-01,snf
1518965698,235522,2022-11-30,2024-04-01,snf
1518965946,395833,2022-11-30,2024-04-01,snf
1518966308,285173,2022-11-30,2024-04-01,snf
1518968288,105629,2022-11-30,2024-04-01,snf
1518968890,345528,2022-11-30,2024-04-01,snf
1518974542,056062,2022-11-30,2024-04-01,snf
1518990522,675671,2022-11-30,2024-04-01,snf
1518990704,145836,2022-11-30,2024-04-01,snf
1518999515,265254,2022-11-30,2024-04-01,snf
1528000387,505376,2022-11-30,2024-04-01,snf
1528000676,225727,2022-11-30,2024-04-01,snf
1528000825,115687,2022-11-30,2024-04-01,snf
1528000965,195302,2022-11-30,2024-04-01,snf
1528001146,045416,2022-11-30,2024-04-01,snf
1528006004,146157,2022-11-30,2024-04-01,snf
1528006012,035120,2022-11-30,2024-04-01,snf
1528007960,235439,2022-11-30,2023-10-02,snf
1528008364,365619,2022-11-30,2024-04-01,snf
1528011632,335427,2022-11-30,2024-04-01,snf
1528013349,395731,2022-11-30,2023-10-02,snf
1528015237,455745,2022-11-30,2024-04-01,snf
1528015641,155229,2022-11-30,2024-04-01,snf
1528023678,445262,2022-11-30,2024-04-01,snf
1528025236,155825,2022-11-30,2024-04-01,snf
1528040797,175528,2022-11-30,2024-04-01,snf
1528040839,675991,2022-11-30,2024-04-01,snf
1528040888,345054,2022-11-30,2024-03-01,snf
1528041647,365979,2022-11-30,2024-04-01,snf
1528042264,335563,2022-11-30,2024-04-01,snf
1528044294,345110,2022-11-30,2024-04-01,snf
1528049301,525494,2022-11-30,2024-04-01,snf
1528049947,435074,2022-11-30,2024-04-01,snf
1528049954,555272,2022-11-30,2024-04-01,snf
1528050499,415075,2022-11-30,2024-04-01,snf
1528051109,165482,2022-11-30,2024-04-01,snf
1528051901,165485,2022-11-30,2024-04-01,snf
1528052180,335738,2022-11-30,2024-04-01,snf
1528052412,315340,2022-11-30,2024-04-01,snf
1528052891,505255,2022-11-30,2023-12-01,snf
1528053014,245421,2022-11-30,2024-04-01,snf
1528053238,675689,2022-11-30,2024-04-01,snf
1528054350,146149,2022-11-30,2024-03-01,snf
1528055019,225080,2022-11-30,2024-04-01,snf
1528055126,366098,2022-11-30,2024-04-01,snf
1528055704,265110,2022-11-30,2024-04-01,snf
1528055712,395626,2022-11-30,2024-04-01,snf
1528055928,155625,2022-11-30,2024-04-01,snf
1528056819,525114,2022-11-30,2024-04-01,snf
1528059011,325078,2022-11-30,2024-04-01,snf
1528059094,505439,2022-11-30,2024-03-01,snf
1528059854,395802,2022-11-30,2024-04-01,snf
1528061124,175100,2022-11-30,2024-04-01,snf
1528061710,305044A,2022-11-30,2024-04-01,snf
1528061850,335466,2022-11-30,2024-04-01,snf
1528061868,315416,2022-11-30,2024-04-01,snf
1528062270,105342C,2022-11-30,2024-04-01,snf
1528062387,225540,2022-11-30,2024-04-01,snf
1528062882,366130,2022-11-30,2024-04-01,snf
1528063062,385180,2022-11-30,2024-04-01,snf
1528063658,335366,2022-11-30,2024-04-01,snf
1528065737,365162,2022-11-30,2024-04-01,snf
1528066396,225288,2022-11-30,2024-04-01,snf
1528066990,225259,2022-11-30,2024-04-01,snf
1528067394,225273,2022-11-30,2024-04-01,snf
1528067865,145515,2022-11-30,2024-04-01,snf
1528068012,395260,2022-11-30,2024-04-01,snf
1528075546,375342,2022-11-30,2024-04-01,snf
1528078342,365460,2022-11-30,2024-04-01,snf
1528081403,105764,2022-11-30,2024-04-01,snf
1528085560,015066,2022-11-30,2024-04-01,snf
1528097391,155543,2022-11-30,2024-04-01,snf
1528099181,365670,2022-11-30,2024-04-01,snf
1528100013,056207,2022-11-30,2024-04-01,snf
1528107745,555207,2022-11-30,2024-04-01,snf
1528120458,445170,2022-11-30,2024-04-01,snf
1528126091,505454,2022-11-30,2024-04-01,snf
1528126232,075261,2022-11-30,2024-04-01,snf
1528129442,125029,2022-11-30,2024-04-01,snf
1528138856,396116,2022-11-30,2024-04-01,snf
1528139078,395352,2022-11-30,2024-04-01,snf
1528148020,055170,2022-11-30,2024-04-01,snf
1528150067,355061,2022-11-30,2024-04-01,snf
1528151065,205158,2022-11-30,2024-04-01,snf
1528152600,235470,2022-11-30,2024-04-01,snf
1528155470,265493,2022-11-30,2024-04-01,snf
1528156320,175313,2022-11-30,2024-04-01,snf
1528159266,375302,2022-11-30,2024-04-01,snf
1528163383,375195,2022-11-30,2024-04-01,snf
1528163391,375209,2022-11-30,2024-04-01,snf
1528169588,375388,2022-11-30,2024-04-01,snf
1528169836,365006,2022-11-30,2024-04-01,snf
1528177615,015076,2022-11-30,2024-04-01,snf
1528189008,675420,2022-11-30,2024-04-01,snf
1528195344,335683,2022-11-30,2024-04-01,snf
1528213642,045177,2022-11-30,2024-04-01,snf
1528224847,075419,2022-11-30,2024-02-01,snf
1528230539,335421,2022-11-30,2024-04-01,snf
1528239498,365896,2022-11-30,2024-04-01,snf
1528240355,305052,2022-11-30,2024-04-01,snf
1528240975,455536,2022-11-30,2022-11-30,snf
1528246626,525665,2022-11-30,2024-04-01,snf
1528249414,265822,2022-11-30,2024-04-01,snf
1528249570,255324,2022-11-30,2024-04-01,snf
1528250685,325068,2022-11-30,2024-04-01,snf
1528251071,235433,2022-11-30,2024-04-01,snf
1528258043,175295,2022-11-30,2024-04-01,snf
1528259561,445393,2022-11-30,2024-04-01,snf
1528259892,185141,2022-11-30,2024-04-01,snf
1528282522,065359,2022-11-30,2024-04-01,snf
1528288966,065393,2022-11-30,2024-04-01,snf
1528297868,315104,2022-11-30,2024-04-01,snf
1528308640,675651,2022-11-30,2024-04-01,snf
1528336070,105644,2022-11-30,2024-04-01,snf
1528337276,105888,2022-11-30,2024-04-01,snf
1528348828,055548,2022-11-30,2024-04-01,snf
